Timestamp,Machine ID,Operator ID,Engine Hours,Fuel Used (L),Load Cycles,Idling Time (min),Seatbelt Status,Safety Alert Triggered,Energy Used (kWh),Working Time (min),Powered Time (min)
2025-05-02 10:00:00,WL002,OP1008,7023.8,25.8,35,17,fastened,No,,95,120
2025-05-02 12:00:00,BH001,OP1011,2224.0,7.5,3,19,fastened,No,,56,75
2025-05-02 12:00:00,BH002,OP1012,3116.3,8.2,7,7,fastened,No,,56,75
2025-05-02 12:00:00,DZ001,OP1009,4414.2,23.1,5,11,fastened,No,,64,75
2025-05-02 12:00:00,DZ002,OP1010,9324.0,23.0,4,11,fastened,No,,64,75
2025-05-02 12:00:00,EXC001,OP1001,1535.6,5.1,7,16,fastened,No,,59,75
2025-05-02 12:00:00,EXC002,OP1007,6425.5,17.1,7,8,fastened,No,,67,75
2025-05-02 12:00:00,EXC003,OP1003,3902.4,12.1,8,33,fastened,No,,42,75
2025-05-02 12:00:00,EXC004,OP1014,424.6,,5,0,fastened,No,212.5,25,31
2025-05-02 12:00:00,EXC005,OP1005,300.2,,15,15,fastened,No,29.7,60,75
2025-05-02 12:00:00,EXC006,OP1015,8134.4,16.3,8,8,fastened,No,,62,75
2025-05-02 12:00:00,WL001,OP1007,5243.7,12.7,15,28,fastened,No,,47,75
2025-05-02 12:00:00,WL002,OP1008,7025.1,13.9,16,24,fastened,No,,51,75
2025-05-02 14:00:00,BH001,OP1011,2225.5,5.1,1,59,fastened,Yes,,29,88
2025-05-02 14:00:00,BH002,OP1012,3118.0,10.9,12,15,fastened,No,,85,100
2025-05-02 14:00:00,DZ001,OP1009,4416.2,34.2,8,24,fastened,No,,91,120
2025-05-02 14:00:00,DZ002,OP1010,9325.7,29.5,1,24,fastened,No,,81,105
2025-05-02 14:00:00,EXC001,OP1001,1537.4,7.7,13,18,fastened,No,,90,108
2025-05-02 14:00:00,EXC002,OP1007,6427.5,24.8,10,25,fastened,No,,95,120
2025-05-02 14:00:00,EXC003,OP1003,3904.4,25.9,16,15,fastened,No,,97,120
2025-05-02 14:00:00,EXC004,OP1014,426.1,,4,39,fastened,No,0.0,53,92
2025-05-02 14:00:00,EXC005,OP1005,301.7,,12,11,fastened,No,0.0,76,87
2025-05-02 14:00:00,EXC006,OP1015,8136.4,25.1,11,24,fastened,No,,96,120
2025-05-02 14:00:00,WL001,OP1007,5245.7,23.4,36,32,unfastened,Yes,,88,120
2025-05-02 14:00:00,WL002,OP1008,7027.1,24.9,53,20,fastened,No,,90,120
2025-05-02 16:00:00,BH001,OP1011,2225.5,0.0,0,0,fastened,No,,0,0
2025-05-02 16:00:00,BH002,OP1012,3118.0,0.0,0,0,fastened,No,,0,0
2025-05-02 16:00:00,DZ001,OP1009,4417.2,17.9,4,11,fastened,No,,49,60
2025-05-02 16:00:00,DZ002,OP1010,9325.7,0.0,0,0,fastened,No,,0,0
2025-05-02 16:00:00,EXC001,OP1001,1537.4,0.0,0,0,fastened,No,,0,0
2025-05-02 16:00:00,EXC002,OP1007,6428.5,10.6,2,14,fastened,No,,35,60
2025-05-02 16:00:00,EXC003,OP1003,3905.4,14.9,6,0,fastened,No,,60,60
2025-05-02 16:00:00,EXC004,OP1014,426.1,,0,0,fastened,No,0.0,0,0
2025-05-02 16:00:00,EXC005,OP1005,301.7,,0,0,fastened,No,0.0,0,0
2025-05-02 16:00:00,EXC006,OP1015,8137.4,13.1,5,9,fastened,No,,51,60
2025-05-02 16:00:00,WL001,OP1007,5246.7,12.8,20,11,unfastened,No,,49,60
2025-05-02 16:00:00,WL002,OP1008,7028.1,10.1,19,24,fastened,No,,36,60
2025-05-03 08:00:00,BH001,OP1011,2227.5,11.5,12,36,fastened,No,,84,120
2025-05-03 08:00:00,BH002,OP1012,3120.0,12.0,11,31,fastened,No,,89,120
2025-05-03 08:00:00,DZ001,OP1009,4419.2,36.5,1,17,fastened,No,,103,120
2025-05-03 08:00:00,DZ002,OP1010,9327.7,33.4,5,26,fastened,No,,94,120
2025-05-03 08:00:00,EXC001,OP1001,1539.4,7.9,16,31,fastened,No,,89,120
2025-05-03 08:00:00,EXC002,OP1001,6430.5,22.2,10,38,fastened,No,,82,120
2025-05-03 08:00:00,EXC003,OP1003,3907.4,24.1,12,28,fastened,No,,92,120
2025-05-03 08:00:00,EXC004,OP1004,428.1,,15,52,fastened,Yes,0.0,68,120
2025-05-03 08:00:00,EXC005,OP1005,303.7,,15,15,fastened,No,0.0,105,120
2025-05-03 08:00:00,EXC006,OP1006,8139.4,23.0,8,34,fastened,No,,86,120
2025-05-03 08:00:00,WL001,OP1007,5248.7,18.0,26,57,fastened,No,,63,120
2025-05-03 08:00:00,WL002,OP1008,7030.1,21.9,28,38,fastened,Yes,,82,120
2025-05-03 10:00:00,BH001,OP1011,2229.5,13.7,10,10,fastened,No,,100,120
2025-05-03 10:00:00,BH002,OP1012,3122.0,11.9,8,31,fastened,No,,89,120
2025-05-03 10:00:00,DZ001,OP1009,4421.2,38.5,5,6,fastened,No,,106,120
2025-05-03 10:00:00,DZ002,OP1010,9329.7,33.8,2,29,fastened,No,,91,120
2025-05-03 10:00:00,EXC001,OP1001,1541.4,8.9,16,8,fastened,No,,104,120
2025-05-03 10:00:00,EXC002,OP1001,6432.5,22.4,12,29,fastened,No,,79,120
2025-05-03 10:00:00,EXC003,OP1003,3909.4,25.3,11,22,fastened,No,,98,120
2025-05-03 10:00:00,EXC004,OP1004,430.1,,16,17,fastened,No,0.0,95,120
2025-05-03 10:00:00,EXC005,OP1005,305.7,,11,22,fastened,Yes,0.0,92,120
2025-05-03 10:00:00,EXC006,OP1006,8141.4,24.9,9,19,fastened,No,,93,120
2025-05-03 10:00:00,WL001,OP1007,5250.7,24.0,28,29,fastened,No,,91,120
2025-05-03 10:00:00,WL002,OP1008,7032.1,25.1,28,20,fastened,No,,89,120
2025-05-03 12:00:00,BH001,OP1011,2230.7,8.8,11,7,fastened,No,,68,75
2025-05-03 12:00:00,BH002,OP1012,3123.2,5.4,2,37,fastened,Yes,,31,75
2025-05-03 12:00:00,DZ001,OP1009,4422.5,19.8,2,21,fastened,No,,54,75
2025-05-03 12:00:00,DZ002,OP1010,9331.0,18.4,0,21,fastened,No,,47,75
2025-05-03 12:00:00,EXC001,OP1001,1542.7,4.6,8,17,fastened,No,,48,75
2025-05-03 12:00:00,EXC002,OP1001,6433.8,16.4,4,12,fastened,No,,63,75
2025-05-03 12:00:00,EXC003,OP1003,3910.6,14.3,4,15,fastened,No,,48,75
2025-05-03 12:00:00,EXC004,OP1004,430.6,,3,0,fastened,No,212.2,25,31
2025-05-03 12:00:00,EXC005,OP1005,306.9,,6,12,fastened,No,30.0,52,75
2025-05-03 12:00:00,EXC006,OP1006,8142.6,14.8,5,19,fastened,No,,56,75
2025-05-03 12:00:00,WL001,OP1007,5252.0,14.6,17,17,fastened,No,,54,75
2025-05-03 12:00:00,WL002,OP1008,7033.4,11.5,20,34,fastened,No,,38,75
2025-05-03 14:00:00,BH001,OP1011,2231.6,5.5,5,14,fastened,No,,41,55
2025-05-03 14:00:00,BH002,OP1012,3123.9,4.7,2,2,fastened,No,,38,40
2025-05-03 14:00:00,DZ001,OP1009,4423.2,13.0,4,3,fastened,No,,37,40
2025-05-03 14:00:00,DZ002,OP1010,9333.0,31.0,2,37,fastened,No,,83,120
2025-05-03 14:00:00,EXC001,OP1001,1544.7,8.2,9,25,fastened,No,,95,120
2025-05-03 14:00:00,EXC002,OP1001,6435.8,25.4,9,16,fastened,No,,92,120
2025-05-03 14:00:00,EXC003,OP1003,3911.3,7.4,4,13,fastened,No,,27,40
2025-05-03 14:00:00,EXC004,OP1004,431.3,,3,8,fastened,No,0.0,32,40
2025-05-03 14:00:00,EXC005,OP1005,308.9,,21,20,fastened,No,0.0,100,120
2025-05-03 14:00:00,EXC006,OP1006,8144.6,23.9,9,25,fastened,No,,86,120
2025-05-03 14:00:00,WL001,OP1007,5254.0,23.5,28,32,unfastened,Yes,,88,120
2025-05-03 14:00:00,WL002,OP1008,7035.4,23.6,31,30,fastened,No,,89,120
2025-05-03 16:00:00,BH001,OP1011,2231.6,0.0,0,0,fastened,No,,0,0
2025-05-03 16:00:00,BH002,OP1012,3124.9,7.1,10,5,fastened,No,,55,60
2025-05-03 16:00:00,DZ001,OP1009,4423.4,4.0,0,0,fastened,No,,11,11
2025-05-03 16:00:00,DZ002,OP1010,9333.4,7.6,0,4,fastened,No,,21,25
2025-05-03 16:00:00,EXC001,OP1001,1545.7,4.6,9,3,fastened,No,,57,60
2025-05-03 16:00:00,EXC002,OP1001,6436.8,12.4,7,12,fastened,No,,48,60
2025-05-03 16:00:00,EXC003,OP1003,3912.3,13.6,10,8,fastened,No,,52,60
2025-05-03 16:00:00,EXC004,OP1004,432.3,,3,22,fastened,No,0.0,38,60
2025-05-03 16:00:00,EXC005,OP1005,309.3,,5,0,fastened,No,24.7,20,23
2025-05-03 16:00:00,EXC006,OP1006,8145.6,12.8,14,10,fastened,No,,50,60
2025-05-03 16:00:00,WL001,OP1007,5255.0,7.9,11,31,unfastened,Yes,,24,60
2025-05-03 16:00:00,WL002,OP1008,7036.2,7.6,11,22,fastened,No,,27,49
2025-05-05 08:00:00,BH001,OP1011,2233.6,12.6,16,24,fastened,No,,96,120
2025-05-05 08:00:00,BH002,OP1012,3126.9,13.2,21,18,fastened,No,,102,120
2025-05-05 08:00:00,DZ001,OP1009,4425.4,35.5,7,23,fastened,No,,97,120
2025-05-05 08:00:00,DZ002,OP1010,9335.4,36.0,4,18,fastened,No,,98,120
2025-05-05 08:00:00,EXC002,OP1002,6438.8,22.5,10,36,fastened,No,,84,120
2025-05-05 08:00:00,EXC003,OP1003,3914.3,25.8,10,21,fastened,No,,99,120
2025-05-05 08:00:00,EXC004,OP1004,434.3,,15,18,fastened,No,0.0,102,120
2025-05-05 08:00:00,EXC005,OP1005,311.3,,13,16,fastened,No,0.0,104,120
2025-05-05 08:00:00,EXC006,OP1006,8147.6,24.0,11,30,fastened,No,,90,120
2025-05-05 08:00:00,WL001,OP1007,5257.0,22.2,34,39,unfastened,Yes,,81,120
2025-05-05 08:00:00,WL002,OP1008,7038.2,22.0,31,39,fastened,No,,81,120
2025-05-05 10:00:00,BH001,OP1011,2235.6,13.1,18,16,fastened,No,,95,120
2025-05-05 10:00:00,BH002,OP1012,3128.9,14.2,15,2,fastened,No,,106,120
2025-05-05 10:00:00,DZ001,OP1009,4427.4,34.9,3,16,fastened,No,,92,120
2025-05-05 10:00:00,DZ002,OP1010,9337.4,34.1,3,24,fastened,No,,94,120
2025-05-05 10:00:00,EXC002,OP1002,6440.8,24.1,7,25,fastened,No,,90,120
2025-05-05 10:00:00,EXC003,OP1003,3916.3,24.5,13,20,fastened,No,,88,120
2025-05-05 10:00:00,EXC004,OP1004,436.3,,10,34,fastened,Yes,0.0,77,120
2025-05-05 10:00:00,EXC005,OP1005,313.3,,15,3,fastened,No,0.0,112,120
2025-05-05 10:00:00,EXC006,OP1006,8149.6,25.7,9,19,fastened,No,,97,120
2025-05-05 10:00:00,WL001,OP1007,5259.0,20.0,22,42,fastened,No,,66,120
2025-05-05 10:00:00,WL002,OP1008,7040.2,24.3,39,26,fastened,No,,94,120
2025-05-05 12:00:00,BH001,OP1011,2236.9,6.9,5,24,fastened,Yes,,51,75
2025-05-05 12:00:00,BH002,OP1012,3130.2,7.9,13,12,fastened,No,,51,75
2025-05-05 12:00:00,DZ001,OP1009,4428.6,22.4,4,13,fastened,No,,62,75
2025-05-05 12:00:00,DZ002,OP1010,9338.6,24.4,2,0,fastened,No,,64,75
2025-05-05 12:00:00,EXC002,OP1002,6442.0,14.3,5,22,fastened,No,,53,75
2025-05-05 12:00:00,EXC003,OP1003,3917.6,16.5,9,12,fastened,No,,63,75
2025-05-05 12:00:00,EXC004,OP1004,436.8,,5,4,fastened,No,212.4,21,31
2025-05-05 12:00:00,EXC005,OP1005,314.6,,5,15,fastened,No,30.0,55,75
2025-05-05 12:00:00,EXC006,OP1006,8150.9,13.8,5,24,fastened,No,,51,75
2025-05-05 12:00:00,WL001,OP1007,5260.2,12.1,12,32,unfastened,Yes,,43,75
2025-05-05 12:00:00,WL002,OP1008,7041.4,15.2,20,14,fastened,No,,56,75
2025-05-05 14:00:00,BH001,OP1011,2238.9,9.9,6,46,fastened,No,,63,120
2025-05-05 14:00:00,BH002,OP1012,3132.0,13.4,24,6,fastened,No,,105,111
2025-05-05 14:00:00,DZ001,OP1009,4429.6,20.6,3,0,fastened,No,,59,59
2025-05-05 14:00:00,DZ002,OP1010,9340.6,34.3,5,24,fastened,No,,96,120
2025-05-05 14:00:00,EXC002,OP1002,6444.0,23.7,8,26,fastened,No,,88,120
2025-05-05 14:00:00,EXC003,OP1003,3919.6,26.0,11,11,fastened,No,,97,120
2025-05-05 14:00:00,EXC004,OP1004,438.8,,7,39,fastened,No,0.0,81,120
2025-05-05 14:00:00,EXC005,OP1005,316.6,,13,19,fastened,No,0.0,101,120
2025-05-05 14:00:00,EXC006,OP1006,8152.9,24.7,7,20,fastened,No,,91,120
2025-05-05 14:00:00,WL001,OP1007,5262.2,17.8,28,59,unfastened,No,,61,120
2025-05-05 14:00:00,WL002,OP1008,7043.4,21.6,28,40,unfastened,Yes,,80,120
2025-05-05 16:00:00,BH001,OP1011,2239.8,6.5,5,6,fastened,No,,50,56
2025-05-05 16:00:00,BH002,OP1012,3132.0,0.0,0,0,fastened,No,,0,0
2025-05-05 16:00:00,DZ001,OP1009,4429.6,0.0,0,0,fastened,No,,0,0
2025-05-05 16:00:00,DZ002,OP1010,9340.9,4.6,0,2,fastened,No,,13,15
2025-05-05 16:00:00,EXC002,OP1002,6445.0,14.3,7,4,fastened,No,,56,60
2025-05-05 16:00:00,EXC003,OP1003,3920.6,10.7,4,22,fastened,No,,38,60
2025-05-05 16:00:00,EXC004,OP1004,439.8,,4,15,fastened,No,0.0,45,60
2025-05-05 16:00:00,EXC005,OP1005,316.6,,0,0,fastened,No,38.0,0,3
2025-05-05 16:00:00,EXC006,OP1006,8153.9,11.2,3,18,fastened,No,,42,60
2025-05-05 16:00:00,WL001,OP1007,5263.2,8.8,12,29,fastened,No,,31,60
2025-05-05 16:00:00,WL002,OP1008,7044.4,10.6,18,21,fastened,No,,39,60
2025-05-06 08:00:00,BH001,OP1005,2241.8,13.3,15,15,fastened,No,,105,120
2025-05-06 08:00:00,BH002,OP1012,3134.0,12.1,14,27,fastened,No,,93,120
2025-05-06 08:00:00,DZ001,OP1009,4431.6,36.0,4,21,unfastened,Yes,,99,120
2025-05-06 08:00:00,DZ002,OP1010,9342.9,35.1,3,22,fastened,No,,98,120
2025-05-06 08:00:00,EXC001,OP1001,1547.7,8.0,6,27,fastened,No,,93,120
2025-05-06 08:00:00,EXC002,OP1002,6447.0,20.9,12,44,fastened,No,,76,120
2025-05-06 08:00:00,EXC003,OP1003,3922.6,24.0,9,29,unfastened,Yes,,91,120
2025-05-06 08:00:00,EXC004,OP1004,441.8,,10,18,fastened,No,0.0,102,120
2025-05-06 08:00:00,EXC005,OP1005,318.6,,13,19,fastened,No,0.0,101,120
2025-05-06 08:00:00,WL001,OP1007,5265.2,18.6,26,54,fastened,No,,66,120
2025-05-06 08:00:00,WL002,OP1008,7046.4,23.6,35,30,fastened,Yes,,90,120
2025-05-06 10:00:00,BH001,OP1005,2243.8,13.1,14,18,fastened,No,,98,120
2025-05-06 10:00:00,BH002,OP1012,3136.0,13.4,16,13,fastened,No,,99,120
2025-05-06 10:00:00,DZ001,OP1009,4433.6,32.3,5,29,fastened,No,,85,120
2025-05-06 10:00:00,DZ002,OP1010,9344.9,34.5,4,20,fastened,No,,92,120
2025-05-06 10:00:00,EXC001,OP1001,1549.7,7.8,15,27,fastened,No,,83,120
2025-05-06 10:00:00,EXC002,OP1002,6449.0,23.7,10,26,fastened,No,,88,120
2025-05-06 10:00:00,EXC003,OP1003,3924.6,17.7,6,60,fastened,Yes,,60,120
2025-05-06 10:00:00,EXC004,OP1004,443.6,,9,12,fastened,No,35.0,91,106
2025-05-06 10:00:00,EXC005,OP1005,320.6,,14,9,fastened,No,0.0,106,120
2025-05-06 10:00:00,WL001,OP1007,5267.2,19.7,23,44,fastened,No,,66,120
2025-05-06 10:00:00,WL002,OP1008,7048.4,21.1,24,44,fastened,No,,76,120
2025-05-06 12:00:00,BH001,OP1005,2245.1,7.9,7,16,fastened,No,,59,75
2025-05-06 12:00:00,BH002,OP1012,3137.2,8.1,13,13,fastened,No,,62,75
2025-05-06 12:00:00,DZ001,OP1009,4434.8,16.0,5,34,fastened,Yes,,41,75
2025-05-06 12:00:00,DZ002,OP1010,9346.1,22.1,5,13,fastened,No,,62,75
2025-05-06 12:00:00,EXC001,OP1001,1550.9,5.2,11,15,fastened,No,,60,75
2025-05-06 12:00:00,EXC002,OP1002,6450.2,13.3,4,24,fastened,No,,47,75
2025-05-06 12:00:00,EXC003,OP1003,3925.8,15.3,5,13,fastened,No,,55,75
2025-05-06 12:00:00,EXC004,OP1004,444.3,,4,15,unfastened,Yes,177.3,21,45
2025-05-06 12:00:00,EXC005,OP1005,321.4,,9,0,fastened,No,45.2,43,49
2025-05-06 12:00:00,WL001,OP1007,5268.4,13.2,14,27,fastened,No,,48,75
2025-05-06 12:00:00,WL002,OP1008,7049.7,17.3,17,4,fastened,No,,65,75
2025-05-06 14:00:00,BH001,OP1005,2247.1,14.8,12,0,fastened,Yes,,114,120
2025-05-06 14:00:00,BH002,OP1012,3139.2,12.6,18,23,fastened,No,,97,120
2025-05-06 14:00:00,DZ001,OP1009,4436.3,28.0,4,7,fastened,No,,79,86
2025-05-06 14:00:00,DZ002,OP1010,9348.1,31.2,6,35,fastened,No,,85,120
2025-05-06 14:00:00,EXC001,OP1001,1552.9,8.9,14,12,fastened,Yes,,108,120
2025-05-06 14:00:00,EXC002,OP1002,6451.8,23.5,8,4,fastened,No,,92,96
2025-05-06 14:00:00,EXC003,OP1003,3927.8,23.3,6,33,fastened,No,,87,120
2025-05-06 14:00:00,EXC004,OP1004,446.3,,10,22,fastened,No,0.0,98,120
2025-05-06 14:00:00,EXC005,OP1005,323.4,,25,12,fastened,No,0.0,104,120
2025-05-06 14:00:00,WL001,OP1007,5270.4,17.6,20,60,fastened,Yes,,60,120
2025-05-06 14:00:00,WL002,OP1008,7051.7,25.4,34,21,fastened,Yes,,99,120
2025-05-06 16:00:00,BH001,OP1005,2248.1,6.1,6,16,fastened,No,,44,60
2025-05-06 16:00:00,BH002,OP1012,3139.9,4.7,5,3,fastened,No,,37,40
2025-05-06 16:00:00,DZ001,OP1009,4436.3,0.0,0,0,fastened,No,,0,0
2025-05-06 16:00:00,DZ002,OP1010,9349.1,18.0,2,10,fastened,No,,50,60
2025-05-06 16:00:00,EXC001,OP1001,1553.8,4.1,4,4,fastened,No,,49,53
2025-05-06 16:00:00,EXC002,OP1002,6451.8,0.0,0,0,fastened,No,,0,0
2025-05-06 16:00:00,EXC003,OP1003,3928.8,12.6,6,12,fastened,No,,48,60
2025-05-06 16:00:00,EXC004,OP1004,447.3,,4,13,fastened,No,0.0,44,60
2025-05-06 16:00:00,EXC005,OP1005,324.4,,12,10,fastened,No,0.0,50,60
2025-05-06 16:00:00,WL001,OP1007,5271.4,10.5,12,20,fastened,No,,40,60
2025-05-06 16:00:00,WL002,OP1008,7052.7,12.8,15,11,fastened,No,,49,60
2025-05-07 08:00:00,BH001,OP1011,2250.1,12.6,6,25,fastened,No,,95,120
2025-05-07 08:00:00,BH002,OP1012,3141.9,12.7,9,24,fastened,No,,96,120
2025-05-07 08:00:00,DZ001,OP1009,4438.3,35.4,4,22,fastened,No,,98,120
2025-05-07 08:00:00,DZ002,OP1010,9351.1,32.1,4,32,fastened,No,,88,120
2025-05-07 08:00:00,EXC001,OP1001,1555.8,8.1,10,25,fastened,No,,95,120
