site_id,timestamp,temp_c,humidity_pct,wind_kmh,rain_mm_hr
S01,2025-05-03T12:00:00Z,36.0,60,10.8,0.0
S01,2025-05-03T13:00:00Z,36.5,61,13.3,0.0
S01,2025-05-03T14:00:00Z,36.8,61,12.5,0.0
S01,2025-05-03T15:00:00Z,36.8,50,7.9,0.0
S01,2025-05-03T16:00:00Z,36.5,63,17.2,0.0
S01,2025-05-03T17:00:00Z,36.0,59,10.9,0.0
S01,2025-05-03T18:00:00Z,35.2,69,8.7,0.0
S01,2025-05-03T19:00:00Z,34.2,65,13.9,0.0
S01,2025-05-03T20:00:00Z,33.1,72,12.0,0.0
S01,2025-05-03T21:00:00Z,32.0,79,13.0,0.0
S01,2025-05-03T22:00:00Z,30.8,91,12.3,0.0
S01,2025-05-03T23:00:00Z,29.7,94,5.8,0.0
S01,2025-05-04T00:00:00Z,28.3,94,14.7,0.0
S01,2025-05-04T01:00:00Z,28.3,90,12.1,0.0
S01,2025-05-04T02:00:00Z,28.3,93,11.0,0.0
S01,2025-05-04T03:00:00Z,28.3,99,13.6,0.0
S01,2025-05-04T04:00:00Z,28.3,100,11.5,0.0
S01,2025-05-04T05:00:00Z,28.3,92,11.3,0.0
S01,2025-05-04T06:00:00Z,29.2,92,12.5,0.0
S01,2025-05-04T07:00:00Z,30.4,81,12.3,0.0
S01,2025-05-04T08:00:00Z,31.8,81,19.6,0.0
S01,2025-05-04T09:00:00Z,33.2,81,9.4,0.0
S01,2025-05-04T10:00:00Z,34.4,67,7.6,0.0
S01,2025-05-04T11:00:00Z,35.6,61,12.9,0.0
S01,2025-05-04T12:00:00Z,36.4,64,9.8,0.0
S01,2025-05-04T13:00:00Z,37.1,54,5.6,0.0
S01,2025-05-04T14:00:00Z,37.4,55,8.8,0.0
S01,2025-05-04T15:00:00Z,37.4,53,9.4,0.0
S01,2025-05-04T16:00:00Z,37.1,56,6.7,0.0
S01,2025-05-04T17:00:00Z,36.4,53,18.4,0.0
S01,2025-05-04T18:00:00Z,35.6,58,8.7,0.0
S01,2025-05-04T19:00:00Z,34.4,76,20.7,0.0
S01,2025-05-04T20:00:00Z,33.2,69,10.9,0.0
S01,2025-05-04T21:00:00Z,31.8,81,17.2,0.0
S01,2025-05-04T22:00:00Z,30.4,82,11.3,0.0
S01,2025-05-04T23:00:00Z,29.2,94,13.3,0.0
S01,2025-05-05T00:00:00Z,28.9,93,13.4,0.0
S01,2025-05-05T01:00:00Z,28.9,99,12.5,0.0
S01,2025-05-05T02:00:00Z,28.9,96,12.2,0.0
S01,2025-05-05T03:00:00Z,28.9,95,9.8,0.0
S01,2025-05-05T04:00:00Z,28.9,96,11.7,0.0
S01,2025-05-05T05:00:00Z,28.9,100,16.7,0.0
S01,2025-05-05T06:00:00Z,29.7,93,9.7,0.0
S01,2025-05-05T07:00:00Z,30.8,81,15.6,0.0
S01,2025-05-05T08:00:00Z,32.0,81,13.4,0.0
S01,2025-05-05T09:00:00Z,33.2,67,14.8,0.0
S01,2025-05-05T10:00:00Z,33.1,72,10.0,1.1
S01,2025-05-05T11:00:00Z,33.3,61,12.8,0.0
S01,2025-05-05T12:00:00Z,36.1,60,11.1,0.0
S01,2025-05-05T13:00:00Z,36.7,56,11.2,0.0
S01,2025-05-05T14:00:00Z,36.9,56,16.4,0.0
S01,2025-05-05T15:00:00Z,36.9,45,11.3,0.0
S01,2025-05-05T16:00:00Z,36.7,57,12.9,0.0
S01,2025-05-05T17:00:00Z,36.1,58,6.7,0.0
S01,2025-05-05T18:00:00Z,35.3,65,17.2,0.0
S01,2025-05-05T19:00:00Z,34.3,62,14.6,0.0
S01,2025-05-05T20:00:00Z,33.2,72,11.8,0.0
S01,2025-05-05T21:00:00Z,32.0,76,11.0,0.0
S01,2025-05-05T22:00:00Z,30.8,91,13.7,0.0
S01,2025-05-05T23:00:00Z,29.7,98,15.5,0.0
S01,2025-05-06T00:00:00Z,30.4,94,12.2,0.0
S01,2025-05-06T01:00:00Z,30.4,92,15.0,0.0
S01,2025-05-06T02:00:00Z,30.4,90,14.3,0.0
S01,2025-05-06T03:00:00Z,30.4,94,15.5,0.0
S01,2025-05-06T04:00:00Z,30.4,98,17.5,0.0
S01,2025-05-06T05:00:00Z,30.4,98,7.3,0.0
S01,2025-05-06T06:00:00Z,31.1,91,8.5,0.0
S01,2025-05-06T07:00:00Z,32.2,84,16.5,0.0
S01,2025-05-06T08:00:00Z,33.3,82,9.9,0.0
S01,2025-05-06T09:00:00Z,34.5,70,12.1,0.0
S01,2025-05-06T10:00:00Z,35.6,63,10.0,0.0
S01,2025-05-06T11:00:00Z,36.5,65,15.5,0.0
S01,2025-05-06T12:00:00Z,37.3,62,5.1,0.0
S01,2025-05-06T13:00:00Z,37.8,58,12.2,0.0
S01,2025-05-06T14:00:00Z,38.1,57,16.8,0.0
S01,2025-05-06T15:00:00Z,38.1,47,10.2,0.0
S01,2025-05-06T16:00:00Z,37.8,59,7.3,0.0
S01,2025-05-06T17:00:00Z,37.3,65,13.1,0.0
S01,2025-05-06T18:00:00Z,36.5,67,10.3,0.0
S01,2025-05-06T19:00:00Z,35.6,71,15.2,0.0
S01,2025-05-06T20:00:00Z,34.5,75,12.7,0.0
S01,2025-05-06T21:00:00Z,33.3,81,9.4,0.0
S01,2025-05-06T22:00:00Z,32.2,85,11.5,0.0
S01,2025-05-06T23:00:00Z,31.1,93,15.0,0.0
S01,2025-05-07T00:00:00Z,28.9,92,12.6,0.0
S01,2025-05-07T01:00:00Z,28.9,98,12.0,0.0
S01,2025-05-07T02:00:00Z,28.9,100,14.6,0.0
S01,2025-05-07T03:00:00Z,28.9,98,13.7,0.0
S01,2025-05-07T04:00:00Z,28.9,100,11.4,0.0
S01,2025-05-07T05:00:00Z,28.9,87,16.8,0.0
S01,2025-05-07T06:00:00Z,29.6,89,12.3,0.0
S01,2025-05-07T07:00:00Z,30.5,91,7.2,0.0
S01,2025-05-07T08:00:00Z,31.6,75,7.2,0.0
S01,2025-05-07T09:00:00Z,32.7,71,13.3,0.0
S01,2025-05-07T10:00:00Z,33.7,70,12.8,0.0
S01,2025-05-07T11:00:00Z,34.5,58,5.1,0.0
S01,2025-05-07T12:00:00Z,35.2,60,10.6,0.0
S01,2025-05-07T13:00:00Z,35.7,58,14.1,0.0
S01,2025-05-07T14:00:00Z,36.0,56,14.3,0.0
S01,2025-05-07T15:00:00Z,36.0,56,13.6,0.0
S01,2025-05-07T16:00:00Z,35.7,54,11.5,0.0
S01,2025-05-07T17:00:00Z,35.2,60,14.5,0.0
S01,2025-05-07T18:00:00Z,34.5,62,13.6,0.0
S01,2025-05-07T19:00:00Z,33.7,67,11.6,0.0
S01,2025-05-07T20:00:00Z,32.7,77,6.0,0.0
S01,2025-05-07T21:00:00Z,31.6,75,7.6,0.0
S01,2025-05-07T22:00:00Z,30.5,76,10.0,0.0
S01,2025-05-07T23:00:00Z,29.6,94,11.1,0.0
S01,2025-05-08T00:00:00Z,29.9,100,12.3,0.0
S01,2025-05-08T01:00:00Z,29.9,92,10.2,0.0
S01,2025-05-08T02:00:00Z,29.9,89,9.3,0.0
S01,2025-05-08T03:00:00Z,29.9,94,14.4,0.0
S01,2025-05-08T04:00:00Z,29.9,100,7.9,0.0
S01,2025-05-08T05:00:00Z,29.9,97,8.9,0.0
S01,2025-05-08T06:00:00Z,30.6,93,11.6,0.0
S01,2025-05-08T07:00:00Z,31.7,78,14.8,0.0
S01,2025-05-08T08:00:00Z,31.6,80,11.8,1.2
S01,2025-05-08T09:00:00Z,32.1,69,10.0,0.0
S01,2025-05-08T10:00:00Z,35.2,70,11.4,0.0
S01,2025-05-08T11:00:00Z,36.1,65,13.1,0.0
S01,2025-05-08T12:00:00Z,36.9,65,11.0,0.0
S01,2025-05-08T13:00:00Z,37.5,51,15.2,0.0
S01,2025-05-08T14:00:00Z,37.7,54,15.3,0.0
S01,2025-05-08T15:00:00Z,37.7,57,11.6,0.0
S01,2025-05-08T16:00:00Z,37.5,58,17.9,0.0
S01,2025-05-08T17:00:00Z,36.9,68,12.2,0.0
S01,2025-05-08T18:00:00Z,36.1,64,15.2,0.0
S01,2025-05-08T19:00:00Z,35.2,65,13.0,0.0
S01,2025-05-08T20:00:00Z,34.1,74,12.9,0.0
S01,2025-05-08T21:00:00Z,32.9,76,7.2,0.0
S01,2025-05-08T22:00:00Z,31.7,77,8.6,0.0
S01,2025-05-08T23:00:00Z,30.6,89,11.1,0.0
S01,2025-05-09T00:00:00Z,29.9,93,11.1,0.0
S01,2025-05-09T01:00:00Z,29.9,96,13.9,0.0
S01,2025-05-09T02:00:00Z,29.9,94,15.2,0.0
S01,2025-05-09T03:00:00Z,29.9,90,12.0,0.0
S01,2025-05-09T04:00:00Z,29.9,100,12.7,0.0
S01,2025-05-09T05:00:00Z,29.9,100,12.3,0.0
S01,2025-05-09T06:00:00Z,30.9,93,11.8,0.0
S01,2025-05-09T07:00:00Z,32.3,85,9.7,0.0
S01,2025-05-09T08:00:00Z,33.8,81,9.4,0.0
S01,2025-05-09T09:00:00Z,35.4,76,15.3,0.0
S01,2025-05-09T10:00:00Z,36.8,70,11.1,0.0
S01,2025-05-09T11:00:00Z,38.1,65,11.1,0.0
S01,2025-05-09T12:00:00Z,39.1,63,6.5,0.0
S01,2025-05-09T13:00:00Z,39.8,55,6.0,0.0
S01,2025-05-09T14:00:00Z,40.2,49,16.1,0.0
S01,2025-05-09T15:00:00Z,40.2,59,9.8,0.0
S01,2025-05-09T16:00:00Z,39.8,51,3.1,0.0
S01,2025-05-09T17:00:00Z,39.1,57,19.3,0.0
S01,2025-05-09T18:00:00Z,38.1,65,10.3,0.0
S01,2025-05-09T19:00:00Z,36.8,70,7.3,0.0
S01,2025-05-09T20:00:00Z,35.4,73,12.3,0.0
S01,2025-05-09T21:00:00Z,33.8,79,14.4,0.0
S01,2025-05-09T22:00:00Z,32.3,87,14.0,0.0
S01,2025-05-09T23:00:00Z,30.9,88,14.7,0.0
S01,2025-05-10T00:00:00Z,28.2,94,16.2,0.0
S01,2025-05-10T01:00:00Z,28.2,93,16.4,0.0
S01,2025-05-10T02:00:00Z,28.2,96,12.8,0.0
S01,2025-05-10T03:00:00Z,28.2,100,10.9,0.0
S01,2025-05-10T04:00:00Z,28.2,91,10.7,0.0
S01,2025-05-10T05:00:00Z,28.2,97,7.3,0.0
S01,2025-05-10T06:00:00Z,29.3,94,10.4,0.0
S01,2025-05-10T07:00:00Z,30.9,90,4.8,0.0
S01,2025-05-10T08:00:00Z,32.6,77,6.9,0.0
S01,2025-05-10T09:00:00Z,34.4,70,12.7,0.0
S01,2025-05-10T10:00:00Z,36.0,67,11.2,0.0
S01,2025-05-10T11:00:00Z,37.4,63,12.6,0.0
S01,2025-05-10T12:00:00Z,38.5,55,14.1,0.0
S01,2025-05-10T13:00:00Z,39.3,59,13.2,0.0
S01,2025-05-10T14:00:00Z,39.7,57,12.9,0.0
S01,2025-05-10T15:00:00Z,39.7,63,11.7,0.0
S01,2025-05-10T16:00:00Z,39.3,55,9.7,0.0
S01,2025-05-10T17:00:00Z,38.5,55,8.3,0.0
S01,2025-05-10T18:00:00Z,37.4,60,11.8,0.0
S01,2025-05-10T19:00:00Z,36.0,69,12.2,0.0
S01,2025-05-10T20:00:00Z,34.4,71,14.7,0.0
S01,2025-05-10T21:00:00Z,32.6,83,11.5,0.0
S01,2025-05-10T22:00:00Z,30.9,83,13.6,0.0
S01,2025-05-10T23:00:00Z,29.3,92,7.7,0.0
S01,2025-05-11T00:00:00Z,29.2,89,16.0,0.0
S01,2025-05-11T01:00:00Z,29.2,100,11.2,0.0
S01,2025-05-11T02:00:00Z,29.2,96,4.8,0.0
S01,2025-05-11T03:00:00Z,29.2,90,11.1,0.0
S01,2025-05-11T04:00:00Z,29.2,91,14.1,0.0
S01,2025-05-11T05:00:00Z,29.2,100,8.5,0.0
S01,2025-05-11T06:00:00Z,30.0,88,12.7,0.0
S01,2025-05-11T07:00:00Z,31.1,92,8.3,0.0
S01,2025-05-11T08:00:00Z,32.3,81,17.5,0.0
S01,2025-05-11T09:00:00Z,33.6,67,8.2,0.0
S01,2025-05-11T10:00:00Z,34.7,66,10.4,0.0
S01,2025-05-11T11:00:00Z,35.7,67,12.7,0.0
S01,2025-05-11T12:00:00Z,36.5,52,13.5,0.0
S01,2025-05-11T13:00:00Z,37.1,54,15.8,0.0
S01,2025-05-11T14:00:00Z,37.4,53,10.1,0.0
S01,2025-05-11T15:00:00Z,37.4,57,14.3,0.0
S01,2025-05-11T16:00:00Z,37.1,58,6.9,0.0
S01,2025-05-11T17:00:00Z,36.5,61,8.9,0.0
S01,2025-05-11T18:00:00Z,35.7,64,7.7,0.0
S01,2025-05-11T19:00:00Z,34.7,70,9.6,0.0
S01,2025-05-11T20:00:00Z,33.6,69,14.1,0.0
S01,2025-05-11T21:00:00Z,32.3,81,10.2,0.0
S01,2025-05-11T22:00:00Z,31.1,92,10.7,0.0
S01,2025-05-11T23:00:00Z,30.0,91,12.8,0.0
S01,2025-05-12T00:00:00Z,29.4,100,8.9,0.0
S01,2025-05-12T01:00:00Z,29.4,85,16.8,0.0
S01,2025-05-12T02:00:00Z,29.4,100,10.8,0.0
S01,2025-05-12T03:00:00Z,29.4,87,11.1,0.0
S01,2025-05-12T04:00:00Z,29.4,94,11.4,0.0
S01,2025-05-12T05:00:00Z,29.4,91,13.7,0.0
S01,2025-05-12T06:00:00Z,30.4,93,7.5,0.0
S01,2025-05-12T07:00:00Z,31.8,89,18.2,0.0
S01,2025-05-12T08:00:00Z,33.4,80,11.0,0.0
S01,2025-05-12T09:00:00Z,34.9,73,13.8,0.0
S01,2025-05-12T10:00:00Z,36.4,61,12.5,0.0
S01,2025-05-12T11:00:00Z,37.7,62,17.5,0.0
S01,2025-05-12T12:00:00Z,38.7,59,17.0,0.0
S01,2025-05-12T13:00:00Z,39.4,52,13.8,0.0
S01,2025-05-12T14:00:00Z,39.8,56,9.4,0.0
S01,2025-05-12T15:00:00Z,39.8,56,15.6,0.0
S01,2025-05-12T16:00:00Z,39.4,55,6.9,0.0
S01,2025-05-12T17:00:00Z,38.7,59,9.3,0.0
S01,2025-05-12T18:00:00Z,37.7,62,11.8,0.0
S01,2025-05-12T19:00:00Z,36.4,61,7.2,0.0
S01,2025-05-12T20:00:00Z,34.9,76,10.4,0.0
S01,2025-05-12T21:00:00Z,33.4,70,14.4,0.0
S01,2025-05-12T22:00:00Z,31.8,87,9.9,0.0
S01,2025-05-12T23:00:00Z,30.4,86,14.5,0.0
S01,2025-05-13T00:00:00Z,30.9,94,14.5,0.0
S01,2025-05-13T01:00:00Z,30.9,98,15.8,0.0
S01,2025-05-13T02:00:00Z,30.9,93,10.7,0.0
S01,2025-05-13T03:00:00Z,30.9,93,14.4,0.0
S01,2025-05-13T04:00:00Z,30.9,100,10.6,0.0
S01,2025-05-13T05:00:00Z,30.9,93,12.9,0.0
S01,2025-05-13T06:00:00Z,31.9,90,14.9,0.0
S01,2025-05-13T07:00:00Z,33.3,77,9.5,0.0
S01,2025-05-13T08:00:00Z,34.8,77,5.0,0.0
S01,2025-05-13T09:00:00Z,36.4,70,9.3,0.0
S01,2025-05-13T10:00:00Z,37.8,67,15.3,0.0
S01,2025-05-13T11:00:00Z,39.1,62,8.9,0.0
S01,2025-05-13T12:00:00Z,40.1,59,15.1,0.0
S01,2025-05-13T13:00:00Z,40.8,53,9.3,0.0
S01,2025-05-13T14:00:00Z,41.1,57,11.3,0.0
S01,2025-05-13T15:00:00Z,41.1,58,12.0,0.0
S01,2025-05-13T16:00:00Z,40.8,59,8.9,0.0
S01,2025-05-13T17:00:00Z,40.1,59,11.4,0.0
S01,2025-05-13T18:00:00Z,39.1,58,7.3,0.0
S01,2025-05-13T19:00:00Z,37.8,71,10.9,0.0
S01,2025-05-13T20:00:00Z,36.4,70,11.7,0.0
S01,2025-05-13T21:00:00Z,34.8,84,5.2,0.0
S01,2025-05-13T22:00:00Z,33.3,80,9.2,0.0
S01,2025-05-13T23:00:00Z,31.9,97,12.8,0.0
S01,2025-05-14T00:00:00Z,28.1,95,13.6,0.0
S01,2025-05-14T01:00:00Z,28.1,94,12.8,0.0
S01,2025-05-14T02:00:00Z,28.1,96,14.3,0.0
S01,2025-05-14T03:00:00Z,28.1,98,7.1,0.0
S01,2025-05-14T04:00:00Z,28.1,86,15.0,0.0
S01,2025-05-14T05:00:00Z,28.1,100,8.9,0.0
S01,2025-05-14T06:00:00Z,29.4,84,12.3,0.0
S01,2025-05-14T07:00:00Z,31.3,89,17.4,0.0
S01,2025-05-14T08:00:00Z,33.3,82,10.9,0.0
S01,2025-05-14T09:00:00Z,35.4,70,12.0,0.0
S01,2025-05-14T10:00:00Z,37.3,67,9.0,0.0
S01,2025-05-14T11:00:00Z,39.0,71,17.4,0.0
S01,2025-05-14T12:00:00Z,40.3,64,9.2,0.0
S01,2025-05-14T13:00:00Z,41.2,60,13.9,0.0
S01,2025-05-14T14:00:00Z,41.7,57,15.7,0.0
S01,2025-05-14T15:00:00Z,41.7,58,14.2,0.0
S01,2025-05-14T16:00:00Z,41.2,59,13.0,0.0
S01,2025-05-14T17:00:00Z,40.3,52,12.3,0.0
S01,2025-05-14T18:00:00Z,39.0,61,8.2,0.0
S01,2025-05-14T19:00:00Z,37.3,75,17.2,0.0
S01,2025-05-14T20:00:00Z,35.4,79,12.8,0.0
S01,2025-05-14T21:00:00Z,33.3,85,12.0,0.0
S01,2025-05-14T22:00:00Z,31.3,87,8.7,0.0
S01,2025-05-14T23:00:00Z,29.4,93,12.2,0.0
S01,2025-05-15T00:00:00Z,29.0,94,8.8,0.0
S01,2025-05-15T01:00:00Z,29.0,94,9.8,0.0
S01,2025-05-15T02:00:00Z,29.0,90,13.5,0.0
S01,2025-05-15T03:00:00Z,29.0,97,6.6,0.0
S01,2025-05-15T04:00:00Z,29.0,95,15.0,0.0
S01,2025-05-15T05:00:00Z,29.0,99,15.1,0.0
S01,2025-05-15T06:00:00Z,29.9,91,9.5,0.0
S01,2025-05-15T07:00:00Z,31.3,81,13.0,0.0
S01,2025-05-15T08:00:00Z,32.7,81,15.9,0.0
S01,2025-05-15T09:00:00Z,34.2,78,11.6,0.0
S01,2025-05-15T10:00:00Z,35.6,63,11.0,0.0
S01,2025-05-15T11:00:00Z,36.8,64,11.4,0.0
S01,2025-05-15T12:00:00Z,37.8,57,12.8,0.0
S01,2025-05-15T13:00:00Z,38.5,55,10.1,0.0
S01,2025-05-15T14:00:00Z,38.8,56,10.8,0.0
S01,2025-05-15T15:00:00Z,38.8,56,12.8,0.0
S01,2025-05-15T16:00:00Z,34.4,83,29.0,15.4
S01,2025-05-15T17:00:00Z,36.0,73,13.4,4.1
S01,2025-05-15T18:00:00Z,33.8,75,18.4,10.0
S01,2025-05-15T19:00:00Z,33.6,68,12.1,0.0
S01,2025-05-15T20:00:00Z,34.2,73,15.6,0.0
S01,2025-05-15T21:00:00Z,32.7,69,13.2,0.0
S01,2025-05-15T22:00:00Z,31.3,92,8.6,0.0
S01,2025-05-15T23:00:00Z,29.9,90,9.7,0.0
S01,2025-05-16T00:00:00Z,28.7,94,17.7,0.0
S01,2025-05-16T01:00:00Z,28.7,95,17.3,0.0
S01,2025-05-16T02:00:00Z,28.7,95,12.4,0.0
S01,2025-05-16T03:00:00Z,28.7,96,21.5,0.0
S01,2025-05-16T04:00:00Z,28.7,98,9.9,0.0
S01,2025-05-16T05:00:00Z,28.7,99,10.9,0.0
S01,2025-05-16T06:00:00Z,29.5,89,14.7,0.0
S01,2025-05-16T07:00:00Z,30.5,86,12.8,0.0
S01,2025-05-16T08:00:00Z,31.6,80,13.0,0.0
S01,2025-05-16T09:00:00Z,32.7,75,6.2,0.0
S01,2025-05-16T10:00:00Z,33.8,71,9.1,0.0
S01,2025-05-16T11:00:00Z,34.7,57,11.8,0.0
S01,2025-05-16T12:00:00Z,35.4,60,9.9,0.0
S01,2025-05-16T13:00:00Z,36.0,60,8.0,0.0
S01,2025-05-16T14:00:00Z,36.2,54,10.2,0.0
S01,2025-05-16T15:00:00Z,36.2,55,12.8,0.0
S01,2025-05-16T16:00:00Z,36.0,53,14.2,0.0
S01,2025-05-16T17:00:00Z,35.4,60,6.3,0.0
S01,2025-05-16T18:00:00Z,34.7,55,12.0,0.0
S01,2025-05-16T19:00:00Z,33.8,67,11.7,0.0
S01,2025-05-16T20:00:00Z,32.7,74,12.7,0.0
S01,2025-05-16T21:00:00Z,31.6,84,8.7,0.0
S01,2025-05-16T22:00:00Z,30.5,81,8.7,0.0
S01,2025-05-16T23:00:00Z,29.5,92,15.7,0.0
S01,2025-05-17T00:00:00Z,27.0,93,10.8,0.0
S01,2025-05-17T01:00:00Z,27.0,95,11.1,0.0
S01,2025-05-17T02:00:00Z,27.0,99,10.0,0.0
S01,2025-05-17T03:00:00Z,27.0,92,13.4,0.0
S01,2025-05-17T04:00:00Z,27.0,89,13.2,0.0
S01,2025-05-17T05:00:00Z,27.0,95,11.6,0.0
S01,2025-05-17T06:00:00Z,27.9,98,10.1,0.0
S01,2025-05-17T07:00:00Z,29.3,94,11.3,0.0
S01,2025-05-17T08:00:00Z,30.8,75,12.2,0.0
S01,2025-05-17T09:00:00Z,32.3,69,9.7,0.0
S01,2025-05-17T10:00:00Z,33.6,70,13.7,0.0
S01,2025-05-17T11:00:00Z,34.9,61,15.0,0.0
S01,2025-05-17T12:00:00Z,35.8,64,16.3,0.0
S01,2025-05-17T13:00:00Z,36.5,59,16.1,0.0
S01,2025-05-17T14:00:00Z,36.9,48,11.0,0.0
S01,2025-05-17T15:00:00Z,36.9,52,12.4,0.0
S01,2025-05-17T16:00:00Z,36.5,54,11.5,0.0
S01,2025-05-17T17:00:00Z,35.8,67,11.5,0.0
S01,2025-05-17T18:00:00Z,34.9,65,11.3,0.0
S01,2025-05-17T19:00:00Z,33.6,68,12.0,0.0
S01,2025-05-17T20:00:00Z,32.3,76,15.5,0.0
S01,2025-05-17T21:00:00Z,30.8,86,12.9,0.0
S01,2025-05-17T22:00:00Z,29.3,88,8.5,0.0
S01,2025-05-17T23:00:00Z,27.9,91,14.8,0.0
S01,2025-05-18T00:00:00Z,29.2,100,12.9,0.0
S01,2025-05-18T01:00:00Z,29.2,94,13.0,0.0
S01,2025-05-18T02:00:00Z,29.2,83,13.1,0.0
S01,2025-05-18T03:00:00Z,29.2,80,6.8,0.0
S01,2025-05-18T04:00:00Z,29.2,97,13.4,0.0
S01,2025-05-18T05:00:00Z,29.2,90,9.9,0.0
S01,2025-05-18T06:00:00Z,30.1,97,10.5,0.0
S01,2025-05-18T07:00:00Z,31.4,95,12.0,0.0
S01,2025-05-18T08:00:00Z,32.8,81,16.9,0.0
S01,2025-05-18T09:00:00Z,34.2,74,9.0,0.0
S01,2025-05-18T10:00:00Z,35.6,68,11.9,0.0
S01,2025-05-18T11:00:00Z,36.7,58,11.2,0.0
S01,2025-05-18T12:00:00Z,37.7,56,14.8,0.0
S01,2025-05-18T13:00:00Z,38.3,57,11.2,0.0
S01,2025-05-18T14:00:00Z,38.7,55,12.7,0.0
S01,2025-05-18T15:00:00Z,38.7,58,9.0,0.0
S01,2025-05-18T16:00:00Z,38.3,52,15.3,0.0
S01,2025-05-18T17:00:00Z,37.7,58,7.7,0.0
S01,2025-05-18T18:00:00Z,36.7,65,13.4,0.0
S01,2025-05-18T19:00:00Z,35.6,62,12.7,0.0
S01,2025-05-18T20:00:00Z,34.2,77,13.1,0.0
S01,2025-05-18T21:00:00Z,32.8,82,7.8,0.0
S01,2025-05-18T22:00:00Z,31.4,87,11.1,0.0
S01,2025-05-18T23:00:00Z,30.1,89,14.6,0.0
S01,2025-05-19T00:00:00Z,30.4,96,14.3,0.0
S01,2025-05-19T01:00:00Z,30.4,95,12.4,0.0
S01,2025-05-19T02:00:00Z,30.4,98,11.8,0.0
