machine_id,site_id,event,point_id,start,end,duration_min,amount,unit,level_before_pct,level_after_pct,reason
EXC006,S03,refuel,S03-FB1,2025-05-17 07:48:00,2025-05-17 07:56:00,8,269.4,L,21.9,100.0,pre-shift top-up
WL001,S01,refuel,S01-FB1,2025-05-17 07:48:00,2025-05-17 07:56:00,8,252.3,L,15.9,100.0,pre-shift top-up
DZ001,S02,refuel,S02-FB1,2025-05-17 07:48:00,2025-05-17 07:56:00,8,265.7,L,33.6,100.0,pre-shift top-up
EXC001,S01,refuel,S01-FB1,2025-05-19 07:48:00,2025-05-19 07:56:00,8,34.0,L,24.5,100.0,pre-shift top-up
EXC003,S02,refuel,S02-FB1,2025-05-19 07:48:00,2025-05-19 07:56:00,8,200.6,L,41.9,100.0,pre-shift top-up
EXC005,S01,charge,S01-DC1,2025-05-18 22:00:00,2025-05-19 06:00:00,480,35.3,kWh,44.8,100.0,overnight AC charge
EXC005,S01,charge,S01-DC1,2025-05-19 12:30:00,2025-05-19 13:15:00,45,27.9,kWh,30.7,74.3,opportunity charge at lunch
WL002,S03,refuel,S03-FB1,2025-05-19 07:48:00,2025-05-19 07:56:00,8,184.3,L,38.6,100.0,pre-shift top-up
DZ002,S03,refuel,S03-FB1,2025-05-19 07:48:00,2025-05-19 07:56:00,8,260.0,L,35.0,100.0,pre-shift top-up
BH001,S01,refuel,S01-FB1,2025-05-19 07:48:00,2025-05-19 07:56:00,8,104.7,L,34.5,100.0,pre-shift top-up
BH002,S02,refuel,S02-FB1,2025-05-19 07:48:00,2025-05-19 07:56:00,8,97.4,L,39.1,100.0,pre-shift top-up
EXC001,S01,refuel,S01-FB1,2025-05-20 07:48:00,2025-05-20 07:56:00,8,27.8,L,38.2,100.0,pre-shift top-up
EXC004,S02,charge,S02-DC1,2025-05-19 22:00:00,2025-05-20 06:00:00,480,204.5,kWh,31.8,100.0,overnight AC charge
EXC004,S02,charge,S02-DC1,2025-05-20 12:03:00,2025-05-20 13:32:00,89,197.4,kWh,24.3,90.1,low battery mid-shift
EXC005,S01,charge,S01-DC1,2025-05-19 22:00:00,2025-05-20 06:00:00,480,43.4,kWh,32.2,100.0,overnight AC charge
EXC005,S01,charge,S01-DC1,2025-05-20 12:30:00,2025-05-20 13:15:00,45,27.9,kWh,36.0,79.6,opportunity charge at lunch
EXC006,S03,refuel,S03-FB1,2025-05-20 07:48:00,2025-05-20 07:56:00,8,202.7,L,41.2,100.0,pre-shift top-up
WL001,S01,refuel,S01-FB1,2025-05-20 07:48:00,2025-05-20 07:56:00,8,188.9,L,37.0,100.0,pre-shift top-up
DZ001,S02,refuel,S02-FB1,2025-05-20 07:48:00,2025-05-20 07:56:00,8,261.8,L,34.6,100.0,pre-shift top-up
EXC001,S01,refuel,S01-FB1,2025-05-21 07:48:00,2025-05-21 07:56:00,8,27.1,L,39.7,100.0,pre-shift top-up
EXC002,S01,refuel,S01-FB1,2025-05-21 07:48:00,2025-05-21 07:56:00,8,255.0,L,26.1,100.0,pre-shift top-up
EXC003,S02,refuel,S02-FB1,2025-05-21 07:48:00,2025-05-21 07:56:00,8,189.8,L,45.0,100.0,pre-shift top-up
EXC004,S02,charge,S02-DC1,2025-05-20 22:00:00,2025-05-21 06:00:00,480,170.8,kWh,43.1,100.0,overnight AC charge
EXC004,S02,charge,S02-DC1,2025-05-21 12:11:00,2025-05-21 13:40:00,89,197.4,kWh,24.3,90.1,low battery mid-shift
EXC005,S01,charge,S01-DC1,2025-05-20 22:00:00,2025-05-21 06:00:00,480,47.1,kWh,26.4,100.0,overnight AC charge
EXC005,S01,charge,S01-DC1,2025-05-21 12:30:00,2025-05-21 13:15:00,45,27.9,kWh,31.3,74.9,opportunity charge at lunch
WL002,S03,refuel,S03-FB1,2025-05-21 07:48:00,2025-05-21 07:56:00,8,179.6,L,40.1,100.0,pre-shift top-up
BH002,S02,refuel,S02-FB1,2025-05-21 07:48:00,2025-05-21 07:56:00,8,113.4,L,29.1,100.0,pre-shift top-up
EXC001,S01,refuel,S01-FB1,2025-05-22 07:48:00,2025-05-22 07:56:00,8,33.6,L,25.3,100.0,pre-shift top-up
EXC004,S02,charge,S02-DC1,2025-05-21 22:00:00,2025-05-22 06:00:00,480,172.2,kWh,42.6,100.0,overnight AC charge
EXC004,S02,charge,S02-DC1,2025-05-22 12:30:00,2025-05-22 13:15:00,45,104.6,kWh,34.4,69.2,opportunity charge at lunch
EXC005,S01,charge,S01-DC1,2025-05-21 22:00:00,2025-05-22 06:00:00,480,24.9,kWh,61.1,100.0,overnight AC charge
EXC005,S01,charge,S01-DC1,2025-05-22 12:30:00,2025-05-22 13:15:00,45,27.9,kWh,30.8,74.4,opportunity charge at lunch
WL001,S01,refuel,S01-FB1,2025-05-22 07:48:00,2025-05-22 07:56:00,8,190.6,L,36.5,100.0,pre-shift top-up
DZ001,S02,refuel,S02-FB1,2025-05-22 07:48:00,2025-05-22 07:56:00,8,278.1,L,30.5,100.0,pre-shift top-up
DZ002,S03,refuel,S03-FB1,2025-05-22 07:48:00,2025-05-22 07:56:00,8,242.1,L,39.5,100.0,pre-shift top-up
BH001,S01,refuel,S01-FB1,2025-05-22 07:48:00,2025-05-22 07:56:00,8,122.7,L,23.3,100.0,pre-shift top-up
EXC001,S01,refuel,S01-FB1,2025-05-23 07:48:00,2025-05-23 07:56:00,8,31.6,L,29.8,100.0,pre-shift top-up
EXC004,S02,charge,S02-DC1,2025-05-22 22:00:00,2025-05-23 06:00:00,480,110.3,kWh,63.2,100.0,overnight AC charge
EXC004,S02,charge,S02-DC1,2025-05-23 12:04:00,2025-05-23 13:33:00,89,197.5,kWh,24.2,90.0,low battery mid-shift
EXC005,S01,charge,S01-DC1,2025-05-22 22:00:00,2025-05-23 06:00:00,480,40.6,kWh,36.5,100.0,overnight AC charge
EXC005,S01,charge,S01-DC1,2025-05-23 12:30:00,2025-05-23 13:15:00,45,27.9,kWh,29.7,73.2,opportunity charge at lunch
EXC006,S03,refuel,S03-FB1,2025-05-23 07:48:00,2025-05-23 07:56:00,8,253.4,L,26.6,100.0,pre-shift top-up
WL002,S03,refuel,S03-FB1,2025-05-23 07:48:00,2025-05-23 07:56:00,8,167.8,L,44.1,100.0,pre-shift top-up
EXC001,S01,refuel,S01-FB1,2025-05-24 07:48:00,2025-05-24 07:56:00,8,34.3,L,23.9,100.0,pre-shift top-up
EXC002,S01,refuel,S01-FB1,2025-05-24 07:48:00,2025-05-24 07:56:00,8,251.6,L,27.1,100.0,pre-shift top-up
EXC004,S02,charge,S02-DC1,2025-05-23 22:00:00,2025-05-24 06:00:00,480,207.1,kWh,31.0,100.0,overnight AC charge
EXC004,S02,charge,S02-DC1,2025-05-24 12:30:00,2025-05-24 13:15:00,45,104.6,kWh,32.8,67.7,opportunity charge at lunch
EXC005,S01,charge,S01-DC1,2025-05-23 22:00:00,2025-05-24 06:00:00,480,44.2,kWh,31.0,100.0,overnight AC charge
EXC005,S01,charge,S01-DC1,2025-05-24 12:30:00,2025-05-24 13:42:00,72,42.4,kWh,24.2,90.5,low battery mid-shift
DZ001,S02,refuel,S02-FB1,2025-05-24 07:48:00,2025-05-24 07:56:00,8,289.7,L,27.6,100.0,pre-shift top-up
DZ002,S03,refuel,S03-FB1,2025-05-24 07:48:00,2025-05-24 07:56:00,8,220.5,L,44.9,100.0,pre-shift top-up
BH001,S01,refuel,S01-FB1,2025-05-24 07:48:00,2025-05-24 07:56:00,8,123.6,L,22.8,100.0,pre-shift top-up
BH002,S02,refuel,S02-FB1,2025-05-24 07:48:00,2025-05-24 07:56:00,8,117.4,L,26.6,100.0,pre-shift top-up
EXC001,S01,refuel,S01-FB1,2025-05-26 07:48:00,2025-05-26 07:56:00,8,34.7,L,22.9,100.0,pre-shift top-up
EXC003,S02,refuel,S02-FB1,2025-05-26 07:48:00,2025-05-26 07:56:00,8,251.2,L,27.2,100.0,pre-shift top-up
EXC004,S02,charge,S02-DC1,2025-05-25 22:00:00,2025-05-26 06:00:00,480,215.8,kWh,28.1,100.0,overnight AC charge
EXC004,S02,charge,S02-DC1,2025-05-26 11:55:00,2025-05-26 13:24:00,89,197.4,kWh,24.3,90.1,low battery mid-shift
EXC005,S01,charge,S01-DC1,2025-05-25 22:00:00,2025-05-26 06:00:00,480,17.0,kWh,73.4,100.0,overnight AC charge
EXC005,S01,charge,S01-DC1,2025-05-26 12:30:00,2025-05-26 13:15:00,45,27.9,kWh,32.4,75.9,opportunity charge at lunch
EXC006,S03,refuel,S03-FB1,2025-05-26 07:48:00,2025-05-26 07:56:00,8,194.6,L,43.6,100.0,pre-shift top-up
WL001,S01,refuel,S01-FB1,2025-05-26 07:48:00,2025-05-26 07:56:00,8,261.4,L,12.9,100.0,pre-shift top-up
WL002,S03,refuel,S03-FB1,2025-05-26 07:48:00,2025-05-26 07:56:00,8,177.9,L,40.7,100.0,pre-shift top-up
EXC001,S01,refuel,S01-FB1,2025-05-27 07:48:00,2025-05-27 07:56:00,8,30.0,L,33.2,100.0,pre-shift top-up
EXC004,S02,charge,S02-DC1,2025-05-26 22:00:00,2025-05-27 06:00:00,480,209.5,kWh,30.2,100.0,overnight AC charge
EXC004,S02,charge,S02-DC1,2025-05-27 12:03:00,2025-05-27 13:32:00,89,197.2,kWh,24.5,90.2,low battery mid-shift
EXC005,S01,charge,S01-DC1,2025-05-26 22:00:00,2025-05-27 06:00:00,480,37.3,kWh,41.8,100.0,overnight AC charge
EXC005,S01,charge,S01-DC1,2025-05-27 12:30:00,2025-05-27 13:15:00,45,27.9,kWh,32.3,75.9,opportunity charge at lunch
DZ001,S02,refuel,S02-FB1,2025-05-27 07:48:00,2025-05-27 07:56:00,8,266.2,L,33.5,100.0,pre-shift top-up
DZ002,S03,refuel,S03-FB1,2025-05-27 13:16:00,2025-05-27 13:24:00,8,391.1,L,2.2,100.0,low fuel mid-shift
BH001,S01,refuel,S01-FB1,2025-05-27 07:48:00,2025-05-27 07:56:00,8,105.2,L,34.2,100.0,pre-shift top-up
BH002,S02,refuel,S02-FB1,2025-05-27 07:48:00,2025-05-27 07:56:00,8,113.0,L,29.4,100.0,pre-shift top-up
EXC001,S01,refuel,S01-FB1,2025-05-28 07:48:00,2025-05-28 07:56:00,8,31.6,L,29.7,100.0,pre-shift top-up
